Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland
139.67,5802.5424,25,28293803.79,36,0,22,11,6,1,43.753483923814,0,0,0,0,0,0,0,0,0,1,0
28.23,1336.3824,0,755157.4844,12,0,35,11,5,1,46.2735963056032,0,0,0,0,0,0,0,0,0,0,1
123.4,5007.6984,9,171480.7383,164,0,42,12,5,1,5.846963698804849,0,0,0,0,0,0,0,0,1,0,0
123.4,3088.188,3,1044334.345,49,0,50,11,3,2,37.44345795976879,0,0,0,0,0,0,1,0,0,0,0
13.17,5832.1584,31,4537371.109,375,1,66,12,9,4,23.392537973081698,0,0,0,0,0,1,0,0,0,0,0
85.17,4641.48,44,415522.1689,89,1,35,10,4,2,6.71693231820101,0,0,0,0,0,0,0,0,0,1,0
126.7,6318.06,9,225494.2549,1238,0,26,13,6,1,-6.0248190980281695,0,0,0,0,0,0,0,1,0,0,0
119.4,9925.56,50,42038.0098,238,1,66,13,4,1,11.310023850053101,0,0,1,0,0,0,0,0,0,0,0
60.1,1940.124,2,13397.5117,77,0,99,11,3,2,25.398839644172515,0,0,0,0,0,1,0,0,0,0,0
41.9,253.99200000000002,17,102.1729,22,1,21,12,5,1,23.0129632534257,0,0,0,0,0,1,0,0,0,0,0
6.37,580.32,0,311388.7041,2,0,59,8,5,11,43.9722566019128,0,0,0,0,0,0,0,1,0,0,0
36.4,119.1624,11,64.0,2,1,68,13,4,1,10.256369887422,0,0,0,0,0,0,0,0,0,0,1
104.9,1181.22,10,343113.8818,7,0,57,8,4,1,26.763960893930896,0,0,1,0,0,0,0,0,0,0,0
68.37,2054.22,3,547.8291,315,0,68,10,2,1,15.1222266509163,0,0,0,0,0,0,0,1,0,0,0
4.0,367.74,4,0.2998,23,0,42,13,1,1,65.7089235670488,0,0,0,0,0,0,0,0,0,0,1
3.8,7530.5064,4,13.2812,656,1,31,10,6,1,-4.95133962586788,0,0,0,0,0,0,0,0,1,0,0
28.37,1888.56,52,121679.9102,17,0,44,11,5,2,30.7662846970996,0,1,0,0,0,0,0,0,0,0,0
32.57,1594.38,33,18.0938,11,0,46,12,3,2,37.1786876199896,0,0,0,0,0,0,0,0,0,0,1
3.37,3179.9424,42,88869.6904,49,0,68,13,4,1,75.69802806786609,0,0,0,0,1,0,0,0,0,0,0
21.63,608.2704,10,14937.3486,14,1,61,9,4,1,22.0852735780308,0,0,0,0,0,0,1,0,0,0,0
78.23,3524.9688,7,31568.833,147,0,70,9,4,3,31.145750061789304,0,0,0,0,0,0,0,0,0,0,1
129.97,5501.52,5,366469.0478,1170,0,76,12,4,1,40.2679573656591,0,0,0,0,0,0,1,0,0,0,0
68.0,7082.8824,0,7587747.121,700,0,41,12,7,2,39.3718954960818,0,0,1,0,0,0,0,0,0,0,0
49.63,854.0328,10,517720.3789,69,1,35,12,4,1,32.2706273980969,0,1,0,0,0,0,0,0,0,0,0
55.6,380.316,31,190.6748,6,1,32,10,3,1,35.3484441848847,0,0,0,0,0,0,1,0,0,0,0
30.13,966.78,0,45187.7549,57,1,69,13,2,1,18.2524781739114,0,0,0,0,0,1,0,0,0,0,0
5.1,2318.76,22,2885566.521,54,0,36,9,5,1,38.6435864120821,0,0,0,0,0,0,0,0,1,0,0
5.57,5312.9136,34,462925.0332,157,1,91,11,4,1,29.6050500553841,0,0,0,0,0,0,0,0,0,0,1
4.27,5163.18,90,101.5117,107,1,91,14,2,3,8.04506579883204,0,0,0,0,0,1,0,0,0,0,0
79.5,2235.78,4,6.0898,119,0,44,8,3,1,28.4548492823898,0,0,0,0,0,0,0,0,0,0,1
89.1,3767.724,14,2889777.2569999998,55,0,53,12,3,3,41.025593945846204,0,0,0,0,0,0,0,0,1,0,0
13.5,863.7504,15,1989145.399,21,1,76,13,12,1,23.642771961856898,0,0,0,0,0,1,0,0,0,0,0
22.73,3828.2472,65,1966650.7780000002,311,0,39,10,5,4,18.3252018752729,0,0,0,0,0,0,0,0,0,0,1
30.43,3807.0696,21,46268.8594,160,1,46,15,4,2,24.4217320127703,0,0,0,0,0,0,0,0,0,0,1
83.5,20675.7,244,571193.6367,657,1,45,10,5,1,-3.46851902437577,0,0,0,0,0,0,0,1,0,0,0
16.93,40193.8056,23,980645.2842,1378,0,26,9,7,3,52.7848654888424,0,1,0,0,0,0,0,0,0,0,0
141.07,5462.76,15,2857898.337,257,0,58,15,6,1,29.9148063376432,0,0,0,0,0,0,0,0,1,0,0
6.0,4122.66,137,17036.7813,143,1,35,10,5,1,-0.41375622232945397,0,0,0,0,0,1,0,0,0,0,0
123.4,392.98800000000006,33,114.2627,6,1,68,13,5,1,-2.5326565725809305,0,0,0,0,0,0,0,0,0,0,1
102.97,2052.276,93,117214.83300000001,87,0,55,11,12,1,21.315535424220702,0,0,1,0,0,0,0,0,0,0,0
37.83,338.44800000000004,4,8103814.455,2,1,73,15,4,1,3.29924986736891,0,0,0,0,0,0,1,0,0,0,0
47.3,5058.3624,23,510439.3584,210,0,20,10,4,1,50.545658768812295,0,0,0,0,0,0,0,1,0,0,0
3.83,1791.4679999999998,0,2368606.361,14,0,21,11,5,4,41.178803599791,0,0,0,0,0,0,0,1,0,0,0
103.2,6479.3904,2,17374263.26,223,0,70,15,12,3,36.624272178887,0,0,0,0,1,0,0,0,0,0,0
73.4,355.6344,0,161.8057,8,0,80,11,7,2,26.995145887468098,0,0,0,0,0,0,0,0,0,0,1
105.7,378.2208,23,14.0781,4,1,26,13,3,1,22.694286191049798,0,0,0,0,0,0,0,0,0,1,0
124.07,3669.3216,10,954.2979,567,0,21,15,6,2,29.574511022132203,0,0,0,0,0,1,0,0,0,0,0
44.13,261.78,0,13.1807,35,1,84,12,4,1,36.6578283579563,0,0,0,0,0,0,0,1,0,0,0
40.87,187.812,15,7.8818,2,1,53,11,4,1,8.4340372982805,0,0,1,0,0,0,0,0,0,0,0
106.7,3183.18,48,20.2422,139,0,64,16,1,2,38.4779601117731,0,0,0,0,0,0,1,0,0,0,0
48.23,7539.06,13,1077175.15,340,1,18,8,4,1,14.2908090210936,0,0,0,0,0,0,0,0,0,0,1
5.67,5751.78,49,23427.8515,119,0,48,15,5,1,45.790045203962606,0,0,0,0,0,0,1,0,0,0,0
3.67,2115.1392,28,53194.5898,306,0,20,14,3,3,11.631055793572,0,0,0,0,0,0,0,0,0,1,0
93.4,3991.908,18,1825127.302,174,1,29,10,2,1,15.7032711700234,0,0,0,0,0,0,0,0,0,0,1
115.33,6270.888000000001,13,82667.3496,339,0,45,12,2,2,29.9865456597153,0,0,0,0,0,0,0,1,0,0,0
72.9,1155.552,26,4867.9609,74,1,48,13,11,1,11.2490422398491,0,0,0,0,0,0,0,0,0,1,0
4.3,1302.66,8,74870.207,39,0,33,13,1,1,43.386290115433795,0,0,0,0,0,0,1,0,0,0,0
3.3,96.912,0,620062.2246,1,1,55,13,7,1,36.965576480577,0,0,0,0,0,0,0,0,0,0,1
13.7,3216.9048,35,997233.5264,112,0,66,14,3,1,45.6759574537021,0,0,0,0,1,0,0,0,0,0,0
55.03,1153.6824,39,27025.8789,18,1,45,12,2,1,29.3555596149454,0,0,1,0,0,0,0,0,0,0,0
4.87,721.7568,8,230.3584,41,1,34,11,4,1,8.60838639724452,0,0,0,0,0,0,0,0,0,0,1
126.8,32561.34,0,54.8057,2596,1,57,12,4,3,11.152396261424501,0,1,0,0,0,0,0,0,0,0,0
33.67,4359.48,3,22939555.07,87,0,38,10,4,2,45.836815042909095,0,0,1,0,0,0,0,0,0,0,0
81.67,1757.04,0,309202.9942,70,0,71,15,12,2,38.7669447770132,0,0,1,0,0,0,0,0,0,0,0
82.37,24012.4248,2,6415749.893999999,1149,0,85,13,5,3,41.20960380948021,0,0,0,0,0,0,1,0,0,0,0
4.0,1209.78,5,175380.3223,20,1,31,10,6,5,1.5069902321769,0,0,0,0,0,1,0,0,0,0,0
22.33,130.56,0,3059.6924,9,1,38,10,7,5,43.5655084723721,0,0,0,0,0,0,0,0,0,0,1
7.03,335.38800000000003,0,4257006.446,7,1,40,14,6,5,-23.0130523773844,0,0,1,0,0,0,0,0,0,0,0
76.4,3270.252,6,481967.3311,32,0,48,9,12,1,34.7612412389741,0,0,0,0,1,0,0,0,0,0,0
58.87,581.976,14,87.2783,19,1,34,15,6,1,12.6659278682119,0,0,0,0,0,0,0,0,0,0,1
4.6,5751.66,0,933169.1904,225,0,68,13,4,2,18.1288493810697,1,0,0,0,0,0,0,0,0,0,0
3.67,1035.84,0,1452503.7419999999,1,1,28,11,3,4,38.2567860652787,0,0,0,0,0,0,1,0,0,0,0
111.33,3399.96,0,287165.4756,210,0,80,12,3,1,26.5323858670359,0,0,0,0,1,0,0,0,0,0,0
38.83,4782.204000000001,0,102643.6465,155,0,43,8,12,3,28.5160775467221,0,0,0,0,0,0,1,0,0,0,0
3.3,1205.7,12,12104261.51,4,1,35,12,4,3,24.0804095144997,0,0,0,0,0,1,0,0,0,0,0
45.37,4188.432,13,18960728.63,30,0,63,13,4,1,14.150959296647502,0,0,0,0,0,1,0,0,0,0,0
5.77,626.352,4,1201.4395,19,1,35,14,3,1,18.0068470932289,0,0,0,0,0,0,1,0,0,0,0
-103.0,4740.1320000000005,80,536495.0674,81,1,80,12,1,1,12.3548977718273,0,0,0,0,0,0,1,0,0,0,0
3.87,3106.74,0,4692574.159,53,0,70,12,3,1,45.3601135983824,0,0,0,0,0,0,0,0,1,0,0
34.57,3213.5759999999996,20,261020.0381,386,0,85,12,1,2,27.4951474728182,0,0,0,0,0,0,0,0,0,0,1
32.87,249.4224,9,11633.4287,1,1,57,12,2,1,46.298583288075505,0,0,0,0,0,0,0,0,1,0,0
26.43,21379.74,28,7069080.732999999,1252,0,75,9,2,3,31.9846947000226,0,0,1,0,0,0,0,0,0,0,0
60.07,4783.872,56,625726.6943,182,0,63,13,3,1,23.7050316339221,0,0,0,0,0,0,0,0,0,0,1
22.9,9248.4984,166,357186.3018,746,1,53,11,8,3,33.5148665796001,1,0,0,0,0,0,0,0,0,0,0
43.87,593.3424,4,1.0244,27,0,35,12,3,1,12.8469322488589,0,0,0,0,0,0,0,0,1,0,0
107.0,6146.892,0,2718053.559,12,0,51,14,3,2,58.1388449053145,0,0,0,0,0,0,0,0,0,1,0
71.73,124.44,0,873602.5283,50,1,24,14,8,2,8.66017077004234,0,0,0,0,0,0,0,0,0,0,1
127.1,647.364,19,7904.5889,60,1,64,9,1,1,18.332129530038102,0,0,0,0,0,1,0,0,0,0,0
21.13,6928.1424,10,1132914.5420000001,48,1,25,12,7,1,6.048442774951611,0,0,0,0,0,0,1,0,0,0,0
35.1,6473.5344,2,8.873,1174,0,77,11,5,1,25.1046435900635,0,0,0,0,0,0,1,0,0,0,0
11.17,4290.48,0,45463510.37,17,0,78,9,5,1,19.0522517320396,0,0,0,0,0,1,0,0,0,0,0
48.1,5272.98,61,171.8359,50,0,67,10,6,1,58.20550409325371,0,0,0,0,1,0,0,0,0,0,0
55.3,40615.3344,354,3812354.1689999998,123,0,58,8,4,1,43.7510397957285,0,0,0,0,0,0,0,0,0,0,0
44.93,1064.82,0,585569.2217,2,0,24,10,5,2,53.86237391440989,0,0,0,0,0,0,0,0,0,0,1
45.1,698.6904,7,8455640.64,4,1,45,12,4,1,31.5460168831704,0,0,0,0,1,0,0,0,0,0,0
16.07,5567.651999999999,27,152009.5557,156,1,61,12,5,1,-13.4227748832251,0,0,0,0,1,0,0,0,0,0,0
11.47,263.22,22,106.6865,1,1,39,12,7,1,16.5362409343019,0,0,0,0,0,0,0,0,0,0,1
43.63,3856.8,23,246.6484,56,1,94,11,3,1,16.9991135101691,0,0,0,0,0,0,0,0,0,0,1
51.73,2532.66,15,20415.502,15,0,42,12,3,1,40.497604660377604,0,0,1,0,0,0,0,0,0,0,0
15.43,7560.3264,14,1903109.87,46,0,28,12,9,2,15.430509523736,0,0,0,0,0,0,0,1,0,0,0
11.73,3958.56,20,108975.8447,107,1,69,15,5,2,-1.54395372268744,0,0,0,0,1,0,0,0,0,0,0
20.6,855.06,35,7448.8613,19,1,67,10,5,1,14.011536299325499,0,0,0,0,0,0,0,0,0,1,0
14.9,6375.744000000001,1,7412235.206,420,0,31,12,8,3,15.8345717724682,0,0,0,0,0,0,1,0,0,0,0
40.57,3856.8720000000003,40,409.293,103,1,40,13,1,4,21.5319924039493,0,0,0,0,0,0,1,0,0,0,0
3.43,922.7784,4,22028.7754,34,0,52,16,6,1,7.11347106212697,0,0,0,0,0,0,0,0,1,0,0
54.77,3674.34,0,1070314.812,137,1,66,11,4,1,24.317970574900304,0,0,0,0,0,0,0,0,0,0,1
126.83,6482.52,0,217563.1035,469,0,78,10,6,6,71.76800538802729,0,0,0,0,0,1,0,0,0,0,0
96.23,261.24,0,22188.1152,1,1,74,13,5,1,1.76661964901643,0,0,0,0,0,0,1,0,0,0,0
123.47,1997.124,10,22.04,91,0,36,9,2,3,46.7483379917772,0,0,0,0,0,1,0,0,0,0,0
116.8,2202.012,27,725414.3242,50,0,33,13,7,8,20.625700362744603,0,0,0,0,0,0,1,0,0,0,0
56.17,217.392,5,273.2334,28,0,33,9,8,1,38.117219120068995,0,0,1,0,0,0,0,0,0,0,0
96.2,5253.84,0,230007.955,974,0,47,11,6,1,44.147078434945094,0,0,1,0,0,0,0,0,0,0,0
5.07,5494.38,0,284724.6142,172,0,62,13,12,1,54.5941985832263,0,0,0,0,0,0,0,0,0,0,1
57.63,3986.8272,28,292.4404,126,1,20,13,5,1,19.3650430343481,0,0,0,0,0,0,1,0,0,0,0
127.9,525.576,26,12.6611,28,1,35,12,2,2,9.718376554438311,0,0,1,0,0,0,0,0,0,0,0
6.8,111.132,10,19.0918,2,1,47,11,7,1,-6.036281780178321,0,0,0,0,0,0,0,0,1,0,0
4.0,4681.3944,4,647824.2949,168,0,57,14,2,2,53.3048931374217,0,0,0,0,0,1,0,0,0,0,0
14.63,3778.6344,44,918.1826,62,1,38,12,8,2,24.506929500541002,0,0,0,0,0,0,0,0,0,0,1
31.4,14134.62,167,3161488.526,582,1,42,15,6,2,53.8091998446535,0,0,0,0,0,0,0,0,1,0,0
31.27,4989.54,6,1314517.2,18,1,41,14,1,3,24.340179411651803,0,0,0,0,0,1,0,0,0,0,0
14.5,4398.4968,16,328063.7764,54,0,61,15,2,1,14.0903733244209,0,0,0,0,0,0,0,0,0,0,1
73.77,4056.8712,17,341473.6563,76,0,94,12,6,1,33.403348172348,0,0,0,0,0,0,0,0,0,1,0
26.5,5520.852,0,47665.3779,1582,0,50,11,5,2,55.8526726822297,0,0,0,0,0,1,0,0,0,0,0
9.9,5694.0,1,207150.8173,763,0,48,8,4,1,-1.5190242945149601,0,0,0,0,1,0,0,0,0,0,0
5.07,4656.3552,28,7530947.807999999,76,1,43,10,2,1,18.613894635494002,0,0,0,0,0,0,0,0,0,0,1
67.1,8519.892,19,2259772.761,30,1,56,13,5,1,30.653544959984004,0,0,0,0,0,0,0,0,0,0,1
3.63,270.54,0,658162.2734,20,1,64,11,6,1,2.3930293954694397,0,0,0,0,0,0,0,0,0,0,1
6.5,469.464,31,479.1865,19,1,48,10,6,1,13.878287481977999,0,0,0,0,0,0,0,1,0,0,0
12.73,3120.3959999999997,11,199785.2197,67,0,55,13,3,1,22.1191378282906,0,0,0,0,0,0,0,1,0,0,0
42.13,172.22400000000002,1,12453173.39,8,0,85,10,3,1,26.9096502086515,1,0,0,0,0,0,0,0,0,0,0
11.87,536.268,17,1332.4814,4,1,51,15,6,1,54.1476215960326,0,0,0,0,0,0,1,0,0,0,0
61.17,25479.36,123,889.8760000000001,1580,0,38,11,6,1,26.4959136745798,0,0,0,0,0,0,0,0,1,0,0
31.53,1232.88,5,1010220.822,38,0,49,13,2,4,13.4873999886149,0,0,0,0,0,0,1,0,0,0,0
97.1,6512.2919999999995,62,6499202.161,68,1,75,10,3,2,19.296266593440798,1,0,0,0,0,0,0,0,0,0,0
45.93,274.2288,10,7.7002,8,1,72,10,1,1,20.930021295068702,0,0,0,0,0,0,0,0,0,0,1
37.0,1146.636,12,20623.2764,336,1,40,11,2,1,0.427637632963965,0,0,0,0,0,0,1,0,0,0,0
88.6,2446.56,14,25586.6807,232,0,81,12,12,1,34.809576141456105,0,1,0,0,0,0,0,0,0,0,0
59.8,7491.0624,58,5109445.313999999,308,0,52,14,6,2,31.4155276658692,0,0,0,0,0,0,0,1,0,0,0
56.83,6964.6128,5,348.5996,823,0,93,10,4,1,44.107144072,0,0,0,0,0,0,0,0,0,0,0
64.8,5733.984,17,5846.5674,547,0,25,11,5,5,14.296246203654599,0,0,0,0,0,0,0,0,0,0,1
3.73,5777.28,382,465265.4814,187,0,34,11,4,1,37.5891993863834,0,0,0,0,0,0,0,0,1,0,0
7.2,3853.56,80,168563.4658,94,1,40,14,3,1,-0.8542415547470731,0,0,0,0,0,0,1,0,0,0,0
19.3,6124.7592,82,23957.9805,189,1,18,13,3,2,4.97487140561173,0,0,0,0,0,0,0,0,0,0,1
71.97,7374.84,57,170993.0713,659,0,85,11,6,5,33.1534083819524,0,0,0,0,0,0,0,1,0,0,0
121.63,9072.2712,86,1381688.899,143,1,42,9,5,1,39.7276043801664,0,0,0,1,0,0,0,0,0,0,0
3.57,4560.6504,439,112353.752,53,1,18,9,4,1,11.9447446330067,0,0,0,0,0,0,0,0,0,0,1
72.97,11050.14,18,181525.6894,340,1,52,12,6,1,-2.98081423434012,0,0,0,0,0,0,0,0,0,1,0
3.07,4033.44,69,232209.208,121,1,70,11,3,49,-9.68708930203429,0,0,0,0,0,0,1,0,0,0,0
7.57,2059.6848,65,176679.2842,29,0,45,8,6,2,33.5986170923816,0,0,0,0,0,0,0,0,1,0,0
116.23,593.364,2,31186.96,6,1,58,13,5,1,27.705780123306397,0,0,0,0,1,0,0,0,0,0,0
27.97,820.6560000000001,25,13242.5566,1,1,18,13,4,1,31.170635060023102,0,0,0,0,0,1,0,0,0,0,0
138.73,1001.6160000000001,29,114251.0625,3,1,23,14,2,2,29.0998408936513,0,0,0,0,0,0,1,0,0,0,0
59.3,7319.4,22,4179691.603,19,1,51,12,4,2,15.751667441628099,0,0,0,0,0,0,0,0,1,0,0
14.7,1017.3888,46,6635.3525,26,1,61,13,7,1,14.8368824145543,0,0,0,0,0,1,0,0,0,0,0
55.03,138.06,7,24.1104,7,1,43,12,11,1,33.889459580865605,0,0,0,0,0,0,0,0,0,0,1
86.23,6372.648,62,32.7051,471,1,46,12,2,1,21.807135016062396,0,0,0,0,0,0,0,0,0,0,1
109.7,1195.128,0,87203.6817,4,0,69,13,4,5,42.660289883818,1,0,0,0,0,0,0,0,0,0,0
79.73,5885.376,76,203520.3027,141,1,39,13,3,2,18.7138187679795,0,0,0,0,0,0,1,0,0,0,0
6.73,4401.06,11,2916819.267,306,0,41,12,8,1,27.393662877824504,0,0,1,0,0,0,0,0,0,0,0
141.73,5671.32,4,1358.5557,416,0,84,11,4,1,1.8730979272791397,0,0,0,0,0,0,0,0,0,0,1
57.57,5737.2,41,645881.9541,961,0,62,12,4,1,29.715606752129602,0,0,0,1,0,0,0,0,0,0,0
123.03,7475.34,45,1137.2705,636,0,52,9,5,2,35.2537909029338,0,0,0,0,0,0,0,0,0,0,1
56.07,310.04400000000004,10,1803.3721,5,1,64,12,2,1,4.5311912740255496,0,0,0,0,1,0,0,0,0,0,0
46.63,8804.4048,59,191934.6592,251,1,63,13,3,1,27.6757996993037,0,0,0,0,0,0,0,0,0,0,1
92.67,23450.76,14,1504235.35,1805,0,71,15,7,1,45.490039545597604,0,0,0,0,0,0,0,1,0,0,0
51.0,13394.46,40,1836078.495,421,1,59,14,11,11,25.6650415440342,0,0,0,0,0,0,0,0,0,0,1
99.03,4996.3488,10,103008.5605,224,0,95,11,3,3,26.212854838115696,0,0,0,0,0,0,0,0,0,0,1
47.23,5508.42,7,482592.2714,78,0,36,7,1,1,28.4905096175914,0,0,0,0,0,0,0,0,0,0,1
12.43,12503.82,47,1456032.6090000002,215,1,27,15,5,1,8.9822592438796,0,0,0,0,0,0,1,0,0,0,0
139.43,718.332,2,1699954.774,40,0,43,11,2,4,31.656370640042,0,0,0,0,0,0,1,0,0,0,0
74.37,369.6024,11,641.5312,11,1,23,11,4,1,20.8364651785407,0,0,0,0,0,1,0,0,0,0,0
3.9,3646.92,25,1464461.794,42,1,68,10,4,1,25.500657834498302,0,0,0,0,0,1,0,0,0,0,0
10.37,848.52,42,164.4902,5,1,79,13,2,2,27.2062419046348,0,0,0,0,0,0,0,0,1,0,0
3.33,257.22,1,10433.1045,1,1,88,13,7,1,26.213865915976502,0,0,0,0,0,0,1,0,0,0,0
5.8,1079.76,18,250681.2148,42,1,59,13,12,1,15.9984451281374,0,0,0,0,0,0,1,0,0,0,0
80.0,1114.3104,18,2643.9883,18,1,49,15,6,1,-4.72132018646572,0,0,1,0,0,0,0,0,0,0,0
47.53,6953.2464,13,12780320.19,671,0,18,13,7,1,40.4492199221789,0,0,1,0,0,0,0,0,0,0,0
55.77,5252.4,0,126876.5254,865,0,61,13,2,1,63.581542331087704,0,0,0,0,0,0,1,0,0,0,0
40.23,10518.96,33,1064995.611,361,1,44,9,3,1,14.6448123478142,0,0,0,0,0,1,0,0,0,0,0
121.7,5334.828,1,6065.1719,313,0,35,14,3,2,42.6900032454045,0,0,0,0,0,1,0,0,0,0,0
13.93,2882.196,2,23627590.98,3,0,88,12,2,1,37.1483905787815,0,0,0,0,0,1,0,0,0,0,0
26.43,7644.48,18,9882732.086000001,325,1,75,12,7,1,37.4677056936878,0,0,0,1,0,0,0,0,0,0,0
70.3,5136.2304,22,3814302.7739999997,37,0,79,16,3,6,26.583360945749998,0,0,0,0,0,0,1,0,0,0,0
24.87,689.4,15,71159.9229,15,1,77,15,5,1,28.028222771145,0,0,0,0,0,0,0,0,0,0,1
34.47,1144.032,29,9054.3545,5,0,18,12,4,1,23.923643982146896,0,0,0,0,0,0,0,0,0,0,1
69.37,7384.92,7,283468.3819,125,0,68,9,4,1,18.847486221309897,0,0,0,0,0,0,0,0,0,0,1
138.4,3683.76,57,1526107.7519999999,514,0,56,13,2,4,13.323965070019801,0,0,1,0,0,0,0,0,0,0,0
26.23,392.6304,17,75.5009,12,1,33,13,4,1,31.7198559143613,0,0,1,0,0,0,0,0,0,0,0
46.9,928.2552,0,36510850.47,10,0,67,13,5,1,11.260122131501602,0,0,0,0,1,0,0,0,0,0,0
50.83,2747.82,0,569109.3477,132,0,47,12,2,1,31.265320184614602,0,0,0,0,0,0,1,0,0,0,0
38.2,472.212,18,2686.0938,6,1,85,12,9,1,48.79131454907479,0,0,0,0,0,0,0,0,0,0,1
128.43,44799.2208,16,2912.3389,1406,0,38,13,5,3,23.5176778835624,0,1,0,0,0,0,0,0,0,0,0
123.4,1125.0,31,40543.8496,18,1,49,11,6,1,36.3708021988636,0,0,0,0,0,1,0,0,0,0,0
51.07,6963.12,9,13.6055,111,1,61,13,6,1,32.231277178229604,0,0,0,0,0,0,0,0,0,0,1
79.93,5314.9176,17,1237.3144,619,0,38,14,5,1,39.914131887703206,0,0,0,0,0,0,0,0,0,0,1
67.73,294.36,18,13.6904,4,1,32,14,3,1,-1.88818838501318,0,0,0,0,0,0,0,0,0,0,1
3.8,1103.04,2,6509.1582,44,0,28,9,6,2,16.2124589422246,0,0,1,0,0,0,0,0,0,0,0
4.93,1135.1016,0,250.5811,58,1,50,10,5,2,-5.07800002922258,0,0,0,0,0,0,0,0,0,0,0
95.67,6189.924,270,124287.8594,82,1,35,9,2,1,18.5466368071266,0,0,0,0,0,0,0,1,0,0,0
61.87,3876.7848,4,95443.8779,73,0,76,13,6,1,20.1591922666666,1,0,0,0,0,0,0,0,0,0,0
80.07,188.22,10,19.4805,5,1,22,13,3,1,-0.7618234988315641,0,0,0,0,0,0,0,0,0,0,1
48.97,413.28,30,1.2246,7,1,64,11,5,2,4.437561876094151,0,0,0,0,0,1,0,0,0,0,0
14.63,1405.26,9,8.7021,32,0,28,15,12,1,17.602760212170697,0,0,0,0,0,1,0,0,0,0,0
8.1,4217.916,61,872.8867,88,1,57,15,2,1,14.337376001998198,0,0,1,0,0,0,0,0,0,0,0
38.1,367.18800000000005,10,199.4111,3,1,38,12,3,1,17.8189569300343,0,0,0,0,0,0,1,0,0,0,0
72.4,99.852,0,131274.5869,5,1,84,16,6,2,25.6274321858878,0,0,1,0,0,0,0,0,0,0,0
138.6,5263.14,0,2150561.275,411,0,54,12,4,6,39.8233286848899,0,0,0,0,0,0,1,0,0,0,0
43.87,1088.16,32,32.9824,14,1,84,10,5,2,39.237105744599,0,0,0,0,0,0,1,0,0,0,0
4.03,252.24,0,8001.2422,19,0,70,8,3,1,35.2031262984851,0,0,0,0,1,0,0,0,0,0,0
77.33,3323.4048,11,9587.9639,101,0,54,15,4,5,25.398839644172515,0,0,1,0,0,0,0,0,0,0,0
3.67,6543.0,2,14.9102,303,0,49,12,4,2,20.836207925715,0,0,0,0,0,0,0,1,0,0,0
59.5,5763.3408,35,487125.9462,73,1,65,9,1,4,17.6080291186387,0,0,0,0,0,0,0,0,0,0,1
99.67,3900.7608,23,6299003.028,99,0,77,9,4,2,19.1399393808583,0,0,0,0,0,0,0,0,1,0,0
42.07,1869.9,18,95451.3741,5,0,61,12,3,1,14.3127693494506,0,0,0,0,0,0,0,0,1,0,0
27.57,4342.488,20,43013.333,801,1,19,10,7,1,14.9574036161151,0,0,0,0,0,0,0,0,0,1,0
58.6,1866.3768,0,179282.8418,11,0,49,9,5,1,25.2124397494695,0,0,1,0,0,0,0,0,0,0,0
40.4,2552.0424,1,29697.7451,5,0,69,12,5,1,37.562894945950205,0,0,0,0,0,1,0,0,0,0,0
63.73,5257.62,1,1754570.7419999999,74,0,47,10,5,2,30.3725342862793,0,0,0,0,0,0,0,0,0,0,0
14.1,21649.32,224,4119552.577,61,0,62,12,3,1,31.9656694162217,0,0,0,0,0,0,1,0,0,0,0
3.87,7372.9968,75,8530512.186,108,1,78,11,5,6,19.6369461773035,0,0,0,0,0,0,1,0,0,0,0
4.63,517.68,7,90759.8047,12,1,21,13,2,2,17.238930166881,0,0,0,1,0,0,0,0,0,0,0
39.57,45580.272000000004,556,4230259.079,947,1,27,13,4,2,30.296871205272602,0,0,0,0,0,0,0,0,1,0,0
63.4,6298.62,2,289828.3056,141,0,24,16,5,1,30.125373609793,0,0,0,0,0,0,0,0,0,0,1
138.43,2626.2,0,501447.1855,64,0,29,15,8,3,33.615776430012005,0,0,0,0,0,1,0,0,0,0,0
14.3,5970.96,73,1.6973,199,1,82,13,3,1,-1.08186646917602,0,0,0,0,0,0,0,0,0,0,1
48.23,6469.98,9,1865896.535,748,0,80,13,4,2,49.8730679339227,0,0,1,0,0,0,0,0,0,0,0
7.47,942.8088,10,9.7246,132,1,45,11,2,3,54.2277059393163,0,0,0,0,1,0,0,0,0,0,0
10.27,7604.76,0,2559615.11,656,0,36,16,3,1,-3.06450997049533,0,0,0,0,0,0,0,0,0,0,1
12.7,1160.232,28,16683.5547,26,1,31,16,7,1,38.0551775490098,0,0,0,0,0,0,1,0,0,0,0
67.97,187.332,2,6426577.061000001,11,1,59,15,6,3,14.917096697679,0,0,0,0,0,0,0,0,0,0,1
53.8,3181.2,7,3.3447,69,0,34,10,6,1,47.09023114210421,0,0,1,0,0,0,0,0,0,0,0
38.83,8142.78,27,51771.2051,164,1,20,13,3,8,24.473633744807,0,1,0,0,0,0,0,0,0,0,0
