,Customer.ID,Years.customer,Months.customer,Minutes.in.2018,Minutes.onnet,Minutes.offnet,Number.of.SMS,KBs.used,Total.Unique.Calls,Previous.provider,Churn.Status
1153,ADF1654,381,12.7,1160.232,498.3032408,661.9287592,28,16683.5547,26,KPN,1
1154,ADF1559,2039,67.97,187.332,100.718906,86.61309399,2,6426577.061,11,KPN,1
1155,ADF0059,1614,53.8,3181.2,2517.8836,663.3164002,7,3.3447,69,0,0
1156,ADF1783,1165,38.83,8142.78,1679.822589,6462.957411,27,51771.2051,164,0,1
1157,ADF0365,1568,52.27,177.12,42.36735345,134.7526465,2,745241.5137,3,TELE2,1
1158,ADF1080,4837,161.23,1378.92,361.8016225,1017.118377,25,128160.6065,46,TELE2,0
1159,ADF0404,1267,42.23,333.78,84.4867601,249.2932399,14,5.7637,9,KPN,1
1160,ADF0536,757,25.23,4768.56,2099.656361,2668.903639,22,288646.249,63,T-Mobile,1
1161,ADF1621,1821,60.7,774.0552,419.884569,354.170631,13,5227778.697,72,TELE2,1
1162,ADF1217,4876,162.53,3521.1,2385.374376,1135.725624,9,17335383.62,116,Telfort,0
1163,ADF1114,1499,49.97,2170.3536,1384.186485,786.167115,35,3288.1631,142,Vodafone,0
1164,ADF1626,1099,36.63,807.66,388.0349539,419.6250461,57,17591.0469,33,TELE2,1
1165,ADF1312,140,4.67,5046.924,1342.332611,3704.591389,160,1048012.564,244,T-Mobile,0
1166,ADF1912,439,14.63,6267.7824,3371.690011,2896.092389,97,1020.6504,420,Telfort,1
1167,ADF1332,3148,104.93,5274,2258.689108,3015.310892,0,1414986.074,612,KPN,0
1168,ADF0272,2552,85.07,1108.9248,199.6531929,909.2716071,0,4327937.147,13,TELE2,0
1169,ADF0410,98,3.27,338.22,132.0034438,206.2165562,0,2893799.543,5,TELE2,1
1170,ADF1247,1781,59.37,3976.7784,1405.970248,2570.808152,7,264601.5156,182,Ben,0
1171,ADF1283,204,6.8,4535.34,3034.071327,1501.268673,8,7473126.807,118,KPN,0
1172,ADF1294,141,4.7,4864.2,939.6336472,3924.566353,11,2543055.027,159,Vodafone,0
1173,ADF1315,1257,41.9,5133.936,980.196448,4153.739552,7,33095591.74,53,Vodafone,0
1174,ADF0282,2284,76.13,1570.7112,631.3303724,939.3808276,6,702.9053,73,KPN,0
1175,ADF1065,1635,54.5,1063.248,368.2313558,695.0166442,42,1431.3408,28,T-Mobile,0
1176,ADF0286,164,5.47,1680.48,612.4651172,1068.014883,2,172211.9473,22,KPN,0
1177,ADF0057,6,0.2,2810.5464,1366.389838,1444.156562,32,2772.2129,73,Vodafone,0
1178,ADF0643,1521,50.7,22754.1,11419.22457,11334.87543,72,782.7549,647,Vodafone,1
1179,ADF1092,2454,81.8,1745.34,159.4866358,1585.853364,0,6983.4307,78,Ben,0
1180,ADF1250,123,4.1,4014.66,2394.565431,1620.094569,15,11813558.28,113,KPN,0
1181,ADF0270,472,15.73,1045.92,738.2314671,307.6885329,5,310023.6357,12,KPN,0
1182,ADF1569,185,6.17,263.52,0.078408732,263.4415913,7,5275.4639,10,KPN,1
1183,ADF0279,2262,75.4,1409.1,856.5418856,552.5581144,4,94.2988,47,TELE2,0
1184,ADF0603,111,3.7,355.9224,215.1644516,140.7579484,12,6944.3086,15,KPN,1
1185,ADF1602,1407,46.9,567.0504,57.52259982,509.5278002,0,1032.7432,155,Vodafone,1
1186,ADF1153,1625,54.17,2800.38,1485.683916,1314.696084,3,824.752,40,Telfort,0
1187,ADF1405,1145,38.17,5954.4744,874.0548454,5080.419555,74,1104.9473,131,Ben,0
1188,ADF1448,2437,81.23,6493.86,1247.957113,5245.902887,27,573237.4248,108,Ben,0
1189,ADF1209,3879,129.3,3392.9208,1936.895336,1456.025464,12,117888.5762,66,Telfort,0
1190,ADF0482,2443,81.43,836.556,89.5123011,747.0436989,21,192,28,TELE2,1
1191,ADF1989,580,19.33,3921,1191.27541,2729.72459,44,15981.833,104,Vodafone,1
1192,ADF0377,115,3.83,246.06,133.1140051,112.9459949,0,8033337.324,10,TELE2,1
1193,ADF0362,117,3.9,149.82,48.5282805,101.2917195,0,2305.0537,15,KPN,1
1194,ADF0086,674,22.47,724.296,163.1869723,561.1090277,17,339.5527,10,Vodafone,1
1195,ADF1748,162,5.4,6575.1048,893.723594,5681.381206,0,20744581.69,92,TELE2,1
1196,ADF0077,97,3.23,292.32,96.80307965,195.5169203,0,13034.1445,7,Ben,1
1197,ADF1825,431,14.37,12767.4864,7500.008399,5267.478001,79,1308236.473,779,0,1
1198,ADF1343,351,11.7,5361.42,1190.771271,4170.648729,1,4149373.766,405,Ben,0
1199,ADF1663,175,5.83,1339.188,591.3185021,747.8694979,19,42489.2178,42,Ben,1
1200,ADF0064,3213,107.1,4499.64,3419.142192,1080.497808,24,890776.1983,75,Vodafone,0
