"","Customer.ID","Customer.Age","Customer.Municipality","Latitude","Longitude","Province","LoginsSite.Last.Month","LoginsSite.Last.6Months","EndSubscription","Total.Call.centre.complaint.calls"
"1044","ADF1699",41,"Valkenswaard","51.3554957"," 5.4533268","Noord-Brabant",7,14,2019-01-12,3
"1045","ADF1275",61,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",7,15,2019-02-14,1
"1046","ADF1254",94,"Terneuzen","51.3322854"," 3.8324265","Zeeland",9,12,2019-06-11,1
"1047","ADF1363",50,"Uden","51.6631071"," 5.6239227","Noord-Brabant",4,11,2019-05-08,2
"1048","ADF1379",48,"Heerlen","50.8881742"," 5.9794988","Limburg",7,8,2019-04-26,1
"1049","ADF1690",43,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",8,10,2019-02-14,1
"1050","ADF0558",56,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,13,2019-05-15,1
"1051","ADF1971",64,"Krimpenerwaard","51.9822220"," 4.7816670","Zuid-Holland",7,11,2019-06-03,1
"1052","ADF1973",48,"Hof van Twente","52.2414268"," 6.5915549","Overijssel",7,10,2019-06-10,1
"1053","ADF0588",55,"Hengelo","52.2574121"," 6.7927725","Overijssel",9,13,2019-03-19,1
"1054","ADF0256",85,"Almere","52.3507849"," 5.2647016","Flevoland",7,10,2019-03-03,1
"1055","ADF1975",51,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",8,15,2019-06-12,1
"1056","ADF1540",38,"De Bilt","52.1092717"," 5.1809676","Utrecht",4,11,2019-06-26,1
"1057","ADF1074",49,"Amstelveen","52.3114207"," 4.8700870","Noord-Holland",6,13,2019-02-06,4
"1058","ADF1745",75,"Dronten","52.5346819"," 5.7218086","Flevoland",6,10,2019-03-31,2
"1059","ADF0601",72,"Katwijk","52.1992517"," 4.4114135","Zuid-Holland",4,10,2019-01-22,1
"1060","ADF1648",40,"Medemblik","52.7674467"," 5.1069178","Noord-Holland",6,11,2019-02-17,1
"1061","ADF1125",81,"Leeuwarden","53.2012334"," 5.7999133","Friesland",7,12,2018-12-26,1
"1062","ADF1517",52,"Kampen","52.5579645"," 5.9144617","Overijssel",3,14,2019-06-16,2
"1063","ADF1481",93,"Emmen","52.7132367"," 6.9557766","Drenthe",3,10,2019-04-30,1
"1064","ADF1380",25,"Zwijndrecht","51.8105978"," 4.6272719","Zuid-Holland",3,11,2019-05-07,5
"1065","ADF1386",34,"Amersfoort","52.1561113"," 5.3878266","Utrecht",5,11,2019-04-21,1
"1066","ADF1904",40,"Heerhugowaard","52.6626770"," 4.8324767","Noord-Holland",3,14,2019-03-08,1
"1067","ADF1737",18,"Capelle aan den IJssel","51.9301505"," 4.5777053","Zuid-Holland",9,13,2019-03-26,2
"1068","ADF1510",85,"Almelo","52.3670267"," 6.6684919","Overijssel",7,11,2019-06-25,5
"1069","ADF1799",42,"Delfzijl","53.3310272"," 6.9244598","Groningen",11,9,2019-05-11,1
"1070","ADF1685",18,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,9,2019-04-21,1
"1071","ADF1818",52,"Schouwen-Duiveland","51.6803568"," 3.9520130","Zeeland",11,12,2019-06-13,1
"1072","ADF0532",70,"Huizen","52.2994652"," 5.2433925","Noord-Holland",7,11,2019-03-07,49
"1073","ADF1107",45,"Amersfoort","52.1561113"," 5.3878266","Utrecht",7,8,2019-06-26,2
"1074","ADF1604",58,"Landgraaf","50.8927646"," 6.0224085","Limburg",3,13,2019-05-25,1
"1075","ADF0480",18,"Cranendonck","51.2869224"," 5.5966950","Noord-Brabant",2,13,2019-04-01,1
"1076","ADF1902",23,"Edam-Volendam","52.5045411"," 5.0459980","Noord-Holland",6,14,2019-02-24,2
"1077","ADF0553",51,"Stichtse Vecht","52.1420550"," 5.0394220","Utrecht",10,12,2019-04-12,2
"1078","ADF0095",61,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",6,13,2019-07-28,1
"1079","ADF0358",43,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",7,12,2018-11-27,1
"1080","ADF1741",46,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",7,12,2019-02-20,1
"1081","ADF0274",69,"Dronten","52.5346819"," 5.7218086","Flevoland",5,13,2019-04-23,5
"1082","ADF1728",39,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,13,2019-03-26,2
"1083","ADF0331",41,"Geldermalsen","51.8843650"," 5.2293588","Gelderland",5,12,2019-08-07,1
"1084","ADF1376",84,"Vlaardingen","51.9120668"," 4.3494366","Zuid-Holland",2,11,2019-04-10,1
"1085","ADF1381",62,"Groningen","53.2193835"," 6.5665017","Groningen",5,12,2019-04-27,1
"1086","ADF1516",52,"Bodegraven-Reeuwijk","52.0823259"," 4.7460844","Zuid-Holland",3,9,2019-05-21,2
"1087","ADF0398",64,"Brunssum","50.9488959"," 5.9721662","Limburg",8,12,2019-02-19,1
"1088","ADF1917",63,"Brielle","51.9025820"," 4.1636846","Zuid-Holland",6,13,2019-03-17,1
"1089","ADF1537",71,"Zwolle","52.5167747"," 6.0830219","Overijssel",11,15,2019-07-05,1
"1090","ADF1829",59,"Maassluis","51.9226067"," 4.2545656","Zuid-Holland",8,14,2018-11-22,11
"1091","ADF1304",95,"Goeree-Overflakkee","51.7591966"," 4.1169809","Zuid-Holland",4,11,2019-03-07,3
"1092","ADF1361",36,"Westland","51.9991757"," 4.2174570","Zuid-Holland",4,7,2019-01-18,1
"1093","ADF0133",27,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",8,15,2019-05-09,1
"1094","ADF1049",43,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,11,2019-02-27,4
"1095","ADF0424",23,"Valkenswaard","51.3554957"," 5.4533268","Noord-Brabant",9,11,2019-04-23,1
"1096","ADF0526",68,"Nuenen c.a.","51.4782515"," 5.5568585","Noord-Brabant",9,10,2019-04-26,1
"1097","ADF0485",79,"Houten","52.0029907"," 5.1857599","Utrecht",10,13,2019-02-10,2
"1098","ADF0384",88,"Koggenland","52.6521964"," 4.9420151","Noord-Holland",5,13,2019-07-01,1
"1099","ADF0501",59,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,13,2018-12-28,1
"1100","ADF0098",49,"Wijchen","51.8136739"," 5.7528948","Gelderland",7,15,2019-06-07,1
"1101","ADF0341",18,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",7,13,2019-07-31,1
"1102","ADF1322",61,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,13,2019-02-11,1
"1103","ADF1810",44,"Reusel-De Mierden","51.3706496"," 5.1465549","Noord-Brabant",4,9,2019-03-24,1
"1104","ADF1340",35,"Helmond","51.4792547"," 5.6570096","Noord-Brabant",6,14,2019-03-23,2
"1105","ADF0316",88,"Gilze en Rijen","51.5598545"," 4.9092542","Noord-Brabant",4,12,2019-02-25,1
"1106","ADF1770",75,"Stadskanaal","52.9919853"," 6.9462217","Groningen",7,12,2019-07-20,1
"1107","ADF1316",79,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",5,16,2019-03-02,6
"1108","ADF0466",77,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,15,2019-05-22,1
"1109","ADF0582",18,"Gouda","52.0115205"," 4.7104633","Zuid-Holland",9,12,2019-04-04,1
"1110","ADF0599",68,"Brielle","51.9025820"," 4.1636846","Zuid-Holland",6,9,2019-04-19,1
"1111","ADF1230",56,"Berkelland","52.1151568"," 6.5615013","Gelderland",7,13,2019-02-08,4
"1112","ADF0429",33,"Bronckhorst","52.0755954"," 6.1808918","Gelderland",10,13,2019-04-24,1
"1113","ADF0268",67,"Roermond","51.1913202"," 5.9877715","Limburg",4,13,2019-05-04,1
"1114","ADF1147",47,"Hilversum","52.2291696"," 5.1668974","Noord-Holland",3,12,2019-02-06,1
"1115","ADF0444",85,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,12,2019-09-01,1
"1116","ADF1892",38,"Heerenveen","52.9605613"," 5.9205217","Friesland",7,13,2019-05-01,3
"1117","ADF0505",49,"Woudrichem","51.8170069"," 5.0037508","Noord-Brabant",7,11,2019-06-19,1
"1118","ADF0551",61,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,13,2019-06-02,1
"1119","ADF1338",38,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,14,2019-05-25,1
"1120","ADF1571",32,"Lansingerland","51.9987144"," 4.5162627","Zuid-Holland",8,14,2019-03-30,1
"1121","ADF1069",28,"Ede","52.0401675"," 5.6648594","Gelderland",6,9,2019-06-25,2
"1122","ADF0622",50,"Meppel","52.6921234"," 6.1937187","Drenthe",9,10,2019-05-23,2
"1123","ADF1911",35,"Deventer","52.2660751"," 6.1552165","Overijssel",8,9,2019-02-24,1
"1124","ADF1242",76,"Almere","52.3507849"," 5.2647016","Flevoland",4,13,2019-06-08,1
"1125","ADF0368",22,"Westland","51.9991757"," 4.2174570","Zuid-Holland",7,13,2019-03-23,1
"1126","ADF0433",64,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",6,11,2019-05-31,2
"1127","ADF1083",28,"Drimmelen","51.7085524"," 4.8034905","Noord-Brabant",4,15,2018-12-19,1
"1128","ADF1677",57,"Zevenaar","51.9294445"," 6.0769590","Gelderland",5,15,2019-02-22,1
"1129","ADF0423",38,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",7,12,2019-03-15,1
"1130","ADF0352",84,"Bronckhorst","52.0755954"," 6.1808918","Gelderland",3,16,2019-06-17,2
"1131","ADF1329",54,"Langedijk","52.6867108"," 4.7838987","Noord-Holland",5,12,2019-04-08,6
"1132","ADF1646",84,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",7,10,2019-05-25,2
"1133","ADF1033",70,"Venray","51.5270578"," 5.9753320","Limburg",6,8,2019-03-16,1
"1134","ADF1204",54,"Arnhem","51.9851034"," 5.8987296","Gelderland",6,15,2019-04-18,5
"1135","ADF0068",49,"Rijssen-Holten","52.2925057"," 6.4399990","Overijssel",8,12,2019-04-20,2
"1136","ADF1721",65,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",4,9,2019-01-26,4
"1137","ADF1244",77,"Bunschoten","52.2406421"," 5.3670704","Utrecht",7,9,2019-04-09,2
"1138","ADF0290",61,"Woerden","52.0798287"," 4.8627239","Utrecht",6,12,2019-03-16,1
"1139","ADF1679",19,"Schouwen-Duiveland","51.6803568"," 3.9520130","Zeeland",6,10,2019-07-22,1
"1140","ADF0289",49,"Arnhem","51.9851034"," 5.8987296","Gelderland",5,9,2019-05-28,1
"1141","ADF1135",69,"Waalre","51.3878333"," 5.4432025","Noord-Brabant",4,12,2019-05-03,1
"1142","ADF1326",47,"Borger-Odoorn","52.9296213"," 6.7925791","Drenthe",8,10,2019-05-22,2
"1143","ADF1531",62,"Hilversum","52.2291696"," 5.1668974","Noord-Holland",2,12,2019-03-11,1
"1144","ADF1764",78,"Blaricum","52.2726695"," 5.2480795","Noord-Holland",6,11,2019-05-12,6
"1145","ADF1596",21,"Groningen","53.2193835"," 6.5665017","Groningen",7,13,2019-02-16,2
"1146","ADF1853",27,"Zeist","52.0906015"," 5.2332526","Utrecht",8,13,2019-04-15,2
"1147","ADF1966",24,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,16,2019-05-15,1
"1148","ADF1141",29,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",5,15,2019-08-14,3
"1149","ADF1733",82,"Papendrecht","51.8424811"," 4.6941834","Zuid-Holland",4,13,2019-03-10,1
"1150","ADF1443",80,"Arnhem","51.9851034"," 5.8987296","Gelderland",4,13,2019-04-21,2
"1151","ADF1637",45,"Heerlen","50.8881742"," 5.9794988","Limburg",7,11,2019-02-23,3
"1152","ADF1525",36,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",3,16,2019-03-10,1
"1153","ADF1654",31,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",3,16,2019-07-17,1
"1154","ADF1559",59,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",10,15,2019-06-07,3
"1155","ADF0059",34,"Oude IJsselstreek","51.9110456"," 6.4055639","Gelderland",3,10,2019-06-17,1
"1156","ADF1783",20,"Leeuwarden","53.2012334"," 5.7999133","Friesland",5,13,2019-03-24,8
"1157","ADF0365",24,"Deurne","51.4642201"," 5.7950679","Noord-Brabant",8,13,2019-05-17,1
"1158","ADF1080",55,"Almere","52.3507849"," 5.2647016","Flevoland",6,13,2019-06-28,1
"1159","ADF0404",22,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,9,2019-03-10,2
"1160","ADF0536",26,"Midden-Drenthe","52.8611037"," 6.5123042","Drenthe",8,10,2019-05-03,1
"1161","ADF1621",90,"Zevenaar","51.9294445"," 6.0769590","Gelderland",4,12,2019-07-15,2
"1162","ADF1217",72,"Renswoude","52.0746607"," 5.5381732","Utrecht",4,13,2019-05-08,12
"1163","ADF1114",32,"Delft","52.0115769"," 4.3570677","Zuid-Holland",4,12,2019-04-18,1
"1164","ADF1626",25,"Almere","52.3507849"," 5.2647016","Flevoland",6,13,2019-04-15,1
"1165","ADF1312",56,"Hengelo","52.2574121"," 6.7927725","Overijssel",7,13,2019-06-21,2
"1166","ADF1912",58,"Arnhem","51.9851034"," 5.8987296","Gelderland",6,11,2019-01-27,2
"1167","ADF1332",20,"Hellendoorn","52.3870446"," 6.4542947","Overijssel",6,12,2019-01-23,2
"1168","ADF0272",35,"Aalten","51.9266666"," 6.5806785","Gelderland",5,9,2019-02-24,1
"1169","ADF0410",40,"Berg en Dal","51.8181209"," 5.9200815","Gelderland",6,10,2019-06-19,2
"1170","ADF1247",78,"Westvoorne","51.8872789"," 4.0844609","Zuid-Holland",9,12,2019-04-22,1
"1171","ADF1283",26,"Sittard-Geleen","51.0031681"," 5.8236706","Limburg",5,11,2019-08-06,1
"1172","ADF1294",55,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",7,12,2019-04-01,1
"1173","ADF1315",52,"Bloemendaal","52.4049474"," 4.6201852","Noord-Holland",4,12,2019-04-24,1
"1174","ADF0282",33,"Breda","51.5719149"," 4.7683230","Noord-Brabant",5,14,2019-07-09,2
"1175","ADF1065",65,"Maasdriel","51.7689071"," 5.3233045","Gelderland",4,16,2019-01-29,2
"1176","ADF0286",26,"Kerkrade","50.8659457"," 6.0705486","Limburg",7,12,2019-01-13,1
"1177","ADF0057",42,"Hollands Kroon","52.8118586"," 5.0011902","Noord-Holland",7,11,2018-12-12,2
"1178","ADF0643",88,"Venlo","51.3703748"," 6.1724031","Limburg",9,13,2019-04-25,1
"1179","ADF1092",50,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",3,10,2019-07-03,2
"1180","ADF1250",66,"Beemster","52.5475586"," 4.9133323","Noord-Holland",5,17,2019-04-03,5
"1181","ADF0270",72,"Leiderdorp","52.1509854"," 4.5281733","Zuid-Holland",4,10,2019-03-21,1
"1182","ADF1569",84,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,11,2019-07-06,1
"1183","ADF0279",47,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",3,13,2019-02-02,6
"1184","ADF0603",57,"Berkelland","52.1151568"," 6.5615013","Gelderland",7,13,2019-04-18,1
"1185","ADF1602",36,"Zundert","51.4707015"," 4.6623558","Noord-Brabant",6,12,2019-05-11,1
"1186","ADF1153",27,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",4,12,2019-02-23,2
"1187","ADF1405",18,"Voorschoten","52.1237896"," 4.4385976","Zuid-Holland",6,15,2019-05-14,1
"1188","ADF1448",25,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",3,11,2019-05-15,1
"1189","ADF1209",42,"Berg en Dal","51.8181209"," 5.9200815","Gelderland",3,14,2019-04-09,11
"1190","ADF0482",84,"Wassenaar","52.1429096"," 4.4012129","Zuid-Holland",5,15,2019-02-17,1
"1191","ADF1989",55,"Midden-Delfland","51.9542011"," 4.2883099","Zuid-Holland",6,10,2019-04-17,1
"1192","ADF0377",51,"Rheden","52.0057368"," 6.0279594","Gelderland",8,14,2019-02-20,1
"1193","ADF0362",58,"Groningen","53.2193835"," 6.5665017","Groningen",4,13,2019-03-23,1
"1194","ADF0086",44,"Almere","52.3507849"," 5.2647016","Flevoland",7,11,2019-03-18,1
"1195","ADF1748",32,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,11,2019-05-03,1
"1196","ADF0077",76,"Vlissingen","51.4536672"," 3.5709125","Zeeland",9,8,2019-04-08,1
"1197","ADF1825",91,"Delft","52.0115769"," 4.3570677","Zuid-Holland",6,13,2019-04-29,2
"1198","ADF1343",36,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,13,2019-03-12,3
"1199","ADF1663",62,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,13,2019-05-23,1
"1200","ADF0064",84,"De Wolden","52.6819787"," 6.3660394","Drenthe",5,12,2019-04-17,2
