Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.Month,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,PaidAfterPaymentDate,PricePhone,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland,Previous.provider_Ben,Previous.provider_KPN,Previous.provider_T-Mobile,Previous.provider_TELE2,Previous.provider_Telfort,Previous.provider_Vodafone
27.77,4022.5896,42,14946.8125,74,1,60,7,1,6,21.0319085710103,3.0,383.07726198124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.43,1805.628,0,59700.0996,14,0,83,5,6,2,-1.2068505033306498,3.0,488.54749162227995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77.43,1390.92,68,19.0537,16,0,24,7,1,1,36.0022887943681,2.0,345.770686239034,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.2,5883.1992,48,1674835.019,99,0,39,4,7,2,23.303978480089,1.0,203.513214593281,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.47,2823.96,0,118357.4561,109,0,27,6,2,2,26.8498632226008,0.0,432.62533345805497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.6,2805.42,0,148574.2373,60,0,73,4,3,2,32.8244030692448,1.0,158.309157062258,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12.0,694.2312,0,1639.8564,481,1,77,4,2,1,1.3609390938514,2.0,532.292978345841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
100.63,2126.2344,9,157332.0869,141,0,22,4,4,1,17.3532552573747,2.0,377.19284876073306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60.9,3480.54,0,9873736.892,3,0,35,4,6,2,40.3678561114716,4.0,110.42558545593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
74.93,1540.14,16,4795.3906,69,0,36,5,5,1,24.0956663302409,2.0,435.258326738689,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
53.43,509.88,18,36.0762,146,1,47,6,3,3,44.4419833695725,2.0,319.68355583237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31.03,2438.28,2,4314.3526,20,0,32,4,3,1,-6.5453659165973095,5.0,299.009953357357,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.83,7378.2096,71,1904637.535,122,0,34,7,4,1,10.4239610539362,1.0,444.166733655382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89.47,13252.2,24,3999986.088,12,1,27,5,6,1,13.2387432998397,1.0,279.63386408604197,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45.13,653.0784,0,0.1172,41,0,99,5,2,1,25.6041101151347,2.0,385.21402357187304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8.0,4769.2968,13,325849.4277,136,0,70,6,5,1,21.8445494471836,3.0,86.7120590264995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
137.27,5646.36,0,401235.039,645,1,20,7,6,2,24.9388640744101,1.0,237.38677839727902,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
127.87,146632.98,665,1737078.813,678,1,30,7,7,10,20.3274611000755,3.0,35.7442501781948,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.67,5813.8704,22,72254.87700000001,130,1,55,7,5,1,6.48824122639334,4.0,382.369543233497,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.53,46.62,0,899.877,1,1,79,10,12,1,29.629389814306396,2.0,326.402523444976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
83.0,10762.56,69,1336272.676,177,1,58,8,5,3,29.0899814673731,7.0,-121.319795521352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8303.5464,148,39738.3574,207,1,53,8,2,1,27.6185556391956,4.0,-63.7427548371264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54.27,4379.976,22,48.2852,157,0,97,5,4,1,25.6080676513172,4.0,379.67798240430295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123.37,2652.5064,2,292.5508,165,0,42,7,12,1,-3.0609190121480094,0.0,296.304944408316,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.7,4614.4104,13,1609946.4440000001,523,1,24,11,5,1,41.1477405498581,3.0,243.508823951567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13.57,487.7256,20,39.8291,17,1,82,5,1,1,20.8533314103006,2.0,144.716300301013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44.33,363.0216,0,9527230.541000001,14,1,54,8,3,2,-1.22616326274572,3.0,511.41603339165397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12.1,6583.2024,84,459614.2197,415,1,26,4,4,1,33.327933925598,3.0,97.4090246465654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
124.03,1288.08,46,359042.4961,58,1,38,5,6,1,29.407465502997198,2.0,146.21199195724301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.97,6030.66,0,4884453.493,170,0,92,5,5,2,10.476017961025901,0.0,345.29944460195395,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.43,89.83200000000001,0,8.2959,2,1,58,8,5,1,25.6287067444622,2.0,327.867353524081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.9,2855.8224,81,4282439.772,28,0,79,9,4,4,121.52738159268499,2.0,251.719274369347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.17,1896.36,12,20587154.08,3,0,61,5,5,1,44.6958635252861,2.0,319.499012330347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122.3,344.22,33,44.168,6,1,62,12,3,1,8.11415135242653,1.0,450.075409300054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83.07,5666.76,0,1218412.512,353,0,44,7,3,4,45.248451799951,3.0,329.19785242881403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
114.7,96.73200000000001,2,271.1836,13,1,34,2,2,1,14.070063629100803,4.0,160.347885508637,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.73,1025.1984,2,435072.4121,44,0,75,5,9,1,34.825230184426196,1.0,613.326614218175,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
94.3,6551.34,1,1875860.98,507,0,36,6,5,1,50.0595510701986,1.0,412.640899579032,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61.5,2858.64,20,86713.3955,5,0,71,6,3,1,36.0697689304761,2.0,559.9902785693901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24.7,6658.08,74,2030722.2859999998,687,1,32,4,3,1,12.2198396195646,2.0,186.471588093162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35.77,7034.0472,24,32489.2959,166,0,27,6,1,1,33.7856839280835,0.0,180.145366050304,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.73,1172.232,0,1015036.084,13,1,27,5,6,2,46.83406923950171,3.0,110.64996954864799,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
87.17,5988.54,12,1581541.407,554,0,22,5,1,1,28.2870052973476,2.0,289.471154804684,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.63,2786.16,4,5232139.294,38,0,68,5,6,1,22.176756170879603,1.0,406.756281677873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.43,6332.795999999999,0,233628.2148,317,0,46,4,4,2,30.828592804741696,1.0,296.046754384131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.77,5843.7984,22,920871.0674,421,0,20,4,3,1,45.1738322628139,0.0,518.3343723406671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.5,5980.14,12,79458.5771,240,0,72,7,1,2,27.763228183007897,0.0,281.502133691419,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.8,394.62,11,22041.8564,16,1,28,7,1,1,-21.461781482518397,3.0,260.617349430072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.23,5301.3432,59,1794729.6940000001,122,1,74,6,2,1,41.450531541443894,2.0,79.1550459286951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43.57,851.028,0,882.1299,24,1,51,5,4,1,13.9326251859873,2.0,117.03397275391701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.17,6495.3,6,3181991.8589999997,813,0,30,5,5,1,1.02884766125299,0.0,326.52584499436404,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6.57,387.048,24,334.6318,4,1,88,7,2,1,-6.1787551549501805,2.0,484.13129384487803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95.2,397.392,15,502.3643,24,1,64,4,4,1,10.693000499353198,1.0,84.0696692688762,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106.27,6722.9472,21,363669.5761,934,1,26,7,4,1,16.232767897372,1.0,370.293761814292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-221.0,3776.58,1,6246910.872,72,1,65,9,3,2,3.02388604332281,1.0,124.717557200688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47.93,6807.276,28,5869747.645,51,0,56,6,6,1,34.328765844300605,0.0,254.87498236014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.47,480.72,0,1667697.5369999998,11,1,52,2,2,3,19.7321167600025,3.0,215.720378219105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
46.27,4682.8608,77,13467.8398,76,1,73,8,6,1,27.445768452554997,1.0,424.882329631037,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.03,2195.6448,132,3084.3545,33,0,53,8,9,1,-9.690033433047132,0.0,395.52785489175903,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94.93,5521.26,7,2835940.224,531,0,61,5,6,1,49.060191841339105,0.0,137.522226618452,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.63,361.908,18,21729.6387,3,1,60,6,5,1,39.6753983531191,2.0,234.97983219098202,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44.5,7032.936,1,1446.125,207,0,18,4,3,1,34.858469779832696,1.0,161.577679102183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45.37,1225.8768,28,1.1426,36,1,44,7,5,1,14.381941807112998,6.0,255.296799187937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62.4,6928.812,12,27260.4551,539,0,61,7,3,1,13.126587576543901,2.0,332.365770217112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
79.37,206.46,7,546.4785,12,1,82,4,9,1,40.6021680146641,5.0,140.143474067563,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
82.13,533.8919999999999,27,2.8633,4,1,68,5,2,1,41.373389606329106,1.0,154.225385598703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
76.93,2891.4,0,620515.1875,3,0,32,6,3,1,36.808982327890504,3.0,96.576322333649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.3,7281.3024,9,151202.7188,379,0,21,5,3,1,5.10918644799963,2.0,44.6458988240581,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
73.13,5196.1128,82,64.7021,345,0,41,2,5,1,4.8012039933127495,3.0,94.9645161461842,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.5,452.4,10,2401224.12,22,1,19,8,5,2,8.943399825933321,3.0,201.78428857499802,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27.63,4669.3584,9,392048.3506,12,0,32,5,6,2,32.48103039036,0.0,485.891275446591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.67,3300.4320000000002,8,52776.748,182,0,49,6,3,1,13.1144560432244,0.0,482.237656707996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
63.8,9556.32,23,11.6113,375,1,52,4,4,1,9.330464549993481,2.0,42.0558140560363,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.9,298.02,0,6941.0615,1,0,65,4,4,1,49.244972487744505,1.0,399.181002482954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.97,454.416,0,355209.9775,5,1,29,9,1,2,0.158352656235056,4.0,394.29800256472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84.63,3035.28,9,3.6846,1156,0,70,6,2,1,13.8909930302812,2.0,309.538871371529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41.07,871.98,0,2051331.76,4,1,36,11,6,1,11.336189440713401,3.0,172.178267143221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
53.93,6666.48,14,1403.2412,290,0,29,8,3,1,15.673829454503,3.0,163.735097752044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.83,4535.724,0,8305154.895,5,0,68,5,3,1,23.706698497807103,3.0,353.339943717273,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54.27,981.324,20,11338.4248,24,1,65,7,5,1,6.446288326615959,4.0,117.236492969284,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
126.8,1383.18,12,312.6758,41,0,69,5,7,2,40.585654870647296,0.0,260.924353179027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.77,4331.628,48,0.8584,225,0,20,5,5,1,44.701244193391396,0.0,304.506540298549,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67.6,4539.3048,22,75684.2656,191,1,48,7,2,5,22.8735452953577,4.0,305.179849804817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.47,1352.7528,20,27652.7637,27,1,32,9,4,1,21.8607785258455,2.0,165.748999126394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
130.67,23467.8,54,29129.9268,1807,0,87,7,4,2,30.7551627526917,5.0,630.058652618087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
120.47,5930.831999999999,13,1586000.986,54,1,58,4,5,7,-0.590973498131699,4.0,694.114590287558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.63,1680.756,2,13.1885,28,0,28,6,4,1,25.306268122642997,3.0,323.10372371449404,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
109.13,6111.048000000001,147,6639.9375,141,1,29,7,7,2,25.5505663209696,3.0,421.40750623766996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72.03,5533.7904,9,6862866.961,260,1,83,2,12,1,15.844652450404698,2.0,225.446856264747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.97,5467.7904,135,13956.0303,226,0,45,6,12,1,28.602910084268302,0.0,69.3944117437391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
159.73,5779.98,2,1268950.8909999998,571,0,71,4,3,1,47.1574106949125,2.0,254.114060251295,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.33,5029.608,6,12358480.18,304,0,62,7,1,4,42.956645374277,1.0,291.072501082025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.47,17641.08,169,143.9502,708,1,67,3,3,3,-0.451192340275902,1.0,141.101422640893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19.6,195.144,12,1018.0488,4,1,36,6,1,2,8.098389930416431,1.0,134.84564469029,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43.87,766.74,43,669.8418,9,1,62,4,4,1,18.3574949904603,3.0,217.926478648524,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
69.57,4270.5624,33,221.0459,112,1,73,3,3,1,11.018146749836399,5.0,290.73827983794104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41.3,4117.788,23,1322.0596,75,0,25,3,7,1,12.9506320469103,0.0,323.119193426585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.6,423.168,27,222280.8135,37,1,21,4,4,1,-6.94788292805024,3.0,316.170349193991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.73,19020.84,5,8041.1484,353,1,72,6,1,1,12.3869699971278,3.0,309.404829865652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51.03,5667.4872,86,201623.1035,252,1,59,8,6,9,17.4244530051769,4.0,142.475935823855,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11.53,598.56,18,120.5049,28,1,33,7,6,2,29.732276834225804,2.0,80.639945946025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
68.47,4147.26,0,306773.4971,317,0,82,2,5,2,-8.336186591404099,3.0,415.988508016745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10.13,4605.84,27,896054.166,279,1,63,8,4,1,41.727154637445395,1.0,246.47080333063,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50.17,1306.5,14,357537.4287,3,1,49,6,5,1,40.648422734555105,1.0,489.984339176511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
84.7,8239.92,44,1696497.013,427,1,44,10,4,1,-6.76389978109992,1.0,214.6371340577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103.23,6913.98,16,124973.1816,510,0,32,8,2,11,40.077209263019,1.0,441.77160435749704,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
71.57,6632.58,0,265478.4893,332,0,67,7,3,1,9.59253778340027,0.0,298.28028747983797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124.8,6160.7880000000005,2,355.0362,1253,0,46,4,4,3,62.01690662334251,2.0,210.316295391144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.37,6655.188,23,978.1816,385,1,47,7,5,1,36.2780346165909,2.0,403.51916387462796,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90.43,35876.472,48,83449734.18,1127,0,31,2,7,2,53.36224978958901,1.0,285.06433834248503,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
96.6,5891.1,0,43002.6015,87,0,56,8,3,2,14.871069318764,0.0,253.768818695966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.03,4168.752,5,43008956.74,17,0,50,4,2,1,29.9500452808996,2.0,374.301498374198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
124.6,1022.64,0,8602.2959,17,0,29,5,3,1,31.9852802568977,2.0,288.745122598631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.67,260.052,30,139.3408,3,1,96,5,2,2,25.1941371086755,2.0,321.244395573572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11.43,4951.356,26,965185.4366,45,1,44,5,12,1,44.3168459000848,2.0,170.367701159629,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.87,34000.9248,0,3235063.165,659,1,71,6,4,1,24.2904696887977,1.0,241.797711905267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123.7,7422.9,20,194094.8203,128,1,72,9,3,1,12.548293229003198,5.0,203.950306742231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.47,364.26,29,3391.0479,2,1,29,7,2,1,29.1106760763911,1.0,271.37762626876497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47.0,6896.8824,25,1442.4326,339,1,23,7,2,2,2.7695030685099704,2.0,-79.8675506092819,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.8,1636.02,58,24673.2725,60,0,68,7,3,2,51.1437790620259,2.0,359.990595793889,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
77.2,2559.768,0,287544.4825,36,0,18,8,6,3,-9.23830961500156,2.0,212.783673806458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74.7,2575.5,23,26957.125,36,0,64,6,1,4,28.5109052394782,3.0,524.166658303571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26.83,1322.7,8,179821.1963,42,0,28,5,5,2,-4.87944853796163,3.0,376.678258650514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.3,3899.16,11,64.0,281,1,36,2,5,1,34.8714810659706,3.0,276.040057749626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70.53,7126.4376,18,25908963.2,102,0,51,8,7,2,54.136482140401604,2.0,692.539363006941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134.9,1266.504,33,3122.2002,265,1,70,7,3,1,29.9688352523272,2.0,91.25821820383709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
122.37,2861.82,19,466197.4561,21,0,36,6,5,1,45.6093014705686,1.0,313.468038936722,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88.9,3896.748,26,1767.665,400,0,92,5,6,1,7.73967696681531,1.0,206.466304072788,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14.87,120.18,7,29.0898,5,1,61,6,2,1,20.492166935967198,2.0,393.119111615207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7.03,17046.96,36,1032632.521,714,1,42,8,6,3,11.392537107254501,2.0,-3.2109924137332704,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128.33,3902.5848,14,19.5117,122,1,42,9,5,1,34.1293540872283,1.0,204.960127258824,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
125.4,1904.172,1,800.7617,53,0,53,4,6,1,33.018270156056296,0.0,642.472505249683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.27,6986.2032,27,14264167.72,139,0,36,9,5,3,42.761378230268704,2.0,425.177736264428,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.93,4245.8112,22,85675.5967,75,1,68,8,6,1,11.731318421199699,2.0,266.706689967158,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.43,3263.6784,4,21058.7041,122,0,36,10,5,1,5.22908576593701,1.0,212.225589676588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.97,598.68,0,105437.74900000001,8,1,24,6,6,1,33.8412435750252,5.0,403.729104656062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.13,1990.5479999999998,1,545301.8906,4,0,35,6,1,1,41.2414078443438,1.0,502.63072131606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40.07,2454.6479999999997,123,1549688.659,173,0,62,4,3,3,14.268913014361699,2.0,236.948895305426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69.1,8424.8976,174,2531.7246,389,1,26,4,8,1,39.93086477189279,2.0,385.97337522079806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42.2,4916.964,52,105176.2051,273,1,34,3,7,1,18.6654340067648,3.0,254.71624915231098,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
109.93,6755.46,167,39512.8291,255,0,51,6,4,2,20.839264050014698,1.0,241.285669923184,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33.1,2487.732,5,12065888.21,63,0,61,4,4,2,32.8896682405311,3.0,211.31158331343997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.77,290.0976,0,4568.6416,5,0,21,7,7,1,52.5711417866735,1.0,235.290613023268,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.37,10662.54,6,385583.7412,1090,1,49,3,2,1,35.5128941550087,1.0,156.511937853745,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27.13,2565.36,16,12.8691,107,0,58,6,12,3,27.8139610821105,1.0,342.55263920431196,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
46.1,3019.9104,24,955695.5263,53,0,48,6,5,1,49.7275256201715,2.0,358.573132417222,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.67,847.1328,40,1212.2646,22,1,55,7,4,1,37.95586262709379,1.0,155.137831243193,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
137.7,6780.18,12,1759968.18,1002,0,55,3,12,1,27.7255533171963,2.0,114.81691954060699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6.8,977.6064,10,581798.6514,9,0,62,4,1,1,32.084228227589,4.0,524.066884840841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22.27,28319.28,2,824864.7744,1578,1,66,5,3,10,-18.1716417382466,2.0,241.895247807977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19.83,5037.4344,74,229.4463,102,0,67,5,12,1,24.8247066464758,2.0,468.50013264451894,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32.0,750.9,2,12096.7159,22,0,62,6,4,1,25.120067013142,1.0,273.002998700693,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60.43,8465.208,14,4691.7998,244,1,73,7,3,1,40.403972977617,4.0,429.094430984104,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.47,1003.692,16,163534.6055,12,1,53,7,5,1,24.94772386671,5.0,424.362987244419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37.3,18744.4296,4,26.1445,787,1,52,10,7,3,35.1868539438271,3.0,89.29065476827992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14.7,612.096,0,3741303.0689999997,2,1,22,3,2,1,25.582276223139896,3.0,46.2049245586078,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
120.77,527.724,22,182.4531,190,1,69,3,7,1,33.723049324927004,3.0,95.603130986722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
140.97,3065.8248,9,1710288.004,687,0,96,4,5,5,39.3337545456332,3.0,437.55384716989096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.43,7537.5,219,16262.5264,84,1,27,3,5,3,28.3724440668696,1.0,485.29294936610296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120.7,1153.14,47,2185.9815,375,1,41,4,3,1,17.477743452089,2.0,469.97729786306604,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36.4,812.2944,2,365237.5078,11,1,43,8,5,1,16.5162291467369,2.0,209.932833997863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.43,4502.7192,8,2396710.231,46,0,45,5,4,1,9.261091330099699,0.0,331.904204030755,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19.3,204.55200000000002,17,8.9033,5,1,65,7,6,1,19.2072429722869,3.0,198.33500505318298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.83,373.51199999999994,7,201352.70899999997,13,1,24,5,6,1,5.13417299161508,1.0,-23.258653437852303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.57,1399.38,0,7035971.41,18,0,88,6,5,1,22.5456586364783,2.0,395.35620195917704,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
